H                Wind-60                 Wind-61                 Wind-62
h4148           0.171760045             0.159286397             0.108308605
h4149           0.084606678             0.04906021              0.056379822
h4150           0.23089983              0.181905065             0.176557864
h4151           0.338709677             0.29308697              0.320474777
h4152           0.428409734             0.456514814             0.430267062
h4153           0.52942841              0.55304237              0.462908012
h4154           0.557441992             0.607199745             0.543026706
h4155           0.524900962             0.57470532              0.569732938
h4156           0.559988681             0.615801211             0.470326409
h4157           0.657611771             0.711054476             0.508902077
h4158           0.68958687              0.774769035             0.575667656
h4159           0.573571024             0.671870022             0.56379822
h4160           0.408602151             0.524689392             0.474777448
h4161           0.25721562              0.342465753             0.265578635
h4162           0.320599887             0.298821281             0.225519288
h4163           0.215053763             0.198470851             0.182492582
h4164           0.186191285             0.136986301             0.149851632
h4165           0.096208263             0.072316024             0.172106825
h4166           0.138370119             0.095890411             0.170623145
h4167           0.214204867             0.275565467             0.237388724
h4168           0.201754386             0.17903791              0.209198813
h4169           0.212507074             0.158330679             0.324925816
h4170           0.377758913             0.380375916             0.667655786
h4171           0.300509338             0.335138579             0.449554896
h4172           0.289190719             0.349792928             0.329376855
h4173           0.345500849             0.426250398             0.308605341
h4174           0.417091115             0.506849315             0.336795252
h4175           0.566213922             0.64765849              0.538575668
h4176           0.80786644              0.849633641             0.862017804
h4177           0.842388229             0.868429436             0.839762611
h4178           0.865591398             0.874163746             0.767062315
h4179           0.825976231             0.846766486             0.707715134
h4180           0.887662705             0.908888181             0.814540059
h4181           0.919354839             0.938515451             0.900593472
h4182           0.91992077              0.928958267             0.897626113
h4183           0.883418223             0.909843899             0.87537092
h4184           0.83729485              0.845173622             0.777448071
h4185           0.835314092             0.818094935             0.765578635
h4186           0.879456706             0.844536477             0.75074184
h4187           0.874646293             0.847085059             0.799703264
h4188           0.877192982             0.85409366              0.891691395
h4189           0.740803622             0.676648614             0.796735905
h4190           0.427277872             0.375915897             0.416913947
h4191           0.218732315             0.148136349             0.120178042
h4192           0.114318053             0.067537432             0.040059347
h4193           0.110639502             0.085696082             0.045994065
h4194           0.094793435             0.099713284             0.100890208
h4195           0.152518393             0.172029309             0.158753709
h4196           0.276457272             0.281299777             0.256676558
h4197           0.465195246             0.426568971             0.400593472
h4198           0.475664969             0.450143358             0.477744807
h4199           0.454725523             0.453010513             0.559347181
h4200           0.353140917             0.393755973             0.516320475
h4201           0.312676853             0.382605925             0.421364985
h4202           0.389077533             0.469894871             0.456973294
h4203           0.329088851             0.397260274             0.34272997
h4204           0.205715903             0.280344059             0.179525223
h4205           0.14516129              0.211213762             0.109792285
h4206           0.070458404             0.147180631             0.068249258
h4207           0.02688172              0.098120421             0.023738872
h4208           0.016977929             0.066900287             0.023738872
h4209           0.026032824             0.085377509             0.013353116
h4210           0.026315789             0.047148773             0.028189911
h4211           0.00311262              0.004778592             0.010385757
h4212           0.003395586             0.003504301             0.00148368
h4213           0.002546689             0.003185728             0.002967359
h4214           0.000848896             0.00573431              0.010385757
h4215           0.000848896             0.017202931             0.044510386
h4216           0.015280136             0.039503026             0.084569733
h4217           0.096774194             0.122650526             0.200296736
h4218           0.197792869             0.223638101             0.304154303
h4219           0.444255801             0.456514814             0.520771513
h4220           0.590831919             0.586173941             0.632047478
h4221           0.638653084             0.614208347             0.636498516
h4222           0.643180532             0.648932781             0.568249258
h4223           0.642897566             0.630455559             0.600890208
h4224           0.636955291             0.63969417              0.629080119
h4225           0.674306735             0.693851545             0.669139466
h4226           0.826542162             0.829882128             0.847181009
h4227           0.887096774             0.890410959             0.882789318
h4228           0.891341256             0.886269513             0.885756677
h4229           0.915110357             0.904109589             0.863501484
h4230           0.891058291             0.886269513             0.862017804
h4231           0.79598189              0.841987894             0.78041543
h4232           0.677136389             0.747371774             0.664688427
h4233           0.549235993             0.621216948             0.681008902
h4234           0.348896435             0.41733036              0.577151335
h4235           0.196661007             0.282892641             0.508902077
h4236           0.095642332             0.175215037             0.341246291
h4237           0.073288059             0.089200382             0.224035608
h4238           0.097906055             0.132526282             0.176557864
h4239           0.115449915             0.159923543             0.146884273
h4240           0.117430673             0.120420516             0.140949555
h4241           0.162422184             0.185727939             0.158753709
h4242           0.228636106             0.280025486             0.234421365
h4243           0.185625354             0.209939471             0.178041543
h4244           0.166949632             0.156737815             0.129080119
h4245           0.171760045             0.12201338              0.087537092
h4246           0.300792303             0.331315706             0.267062315
h4247           0.381154499             0.335775725             0.241839763
h4248           0.370684776             0.345970054             0.21958457
h4249           0.495189587             0.45269194              0.357566766
h4250           0.547255235             0.510035043             0.550445104
h4251           0.50877193              0.56100669              0.581602374
h4252           0.38737974              0.515450781             0.543026706
h4253           0.423599321             0.513539344             0.508902077
h4254           0.289190719             0.420516088             0.458456973
h4255           0.239105829             0.428798981             0.462908012
h4256           0.203735144             0.332271424             0.378338279
h4257           0.027164686             0.130296273             0.286350148
h4258           0.037634409             0.148136349             0.369436202
h4259           0.05008489              0.174577891             0.517804154
h4260           0.176287493             0.214080917             0.246290801
h4261           0.223259762             0.306467028             0.203264095
h4262           0.131861913             0.143994903             0.262611276
h4263           0.099320883             0.125199108             0.247774481
h4264           0.087436333             0.095253265             0.137982196
h4265           0.075551783             0.073590315             0.096439169
h4266           0.059705716             0.036635871             0.158753709
h4267           0.14204867              0.165657853             0.256676558
h4268           0.307300509             0.360942975             0.455489614
h4269           0.551216752             0.621535521             0.761127596
h4270           0.619694397             0.681745779             0.716617211
h4271           0.592812677             0.629181268             0.620178042
h4272           0.690152801             0.725390252             0.639465875
h4273           0.808149406             0.844855049             0.772997033
h4274           0.871816638             0.906339599             0.887240356
h4275           0.831918506             0.867155145             0.897626113
h4276           0.75721562              0.815546352             0.829376855
h4277           0.750990379             0.790060529             0.767062315
h4278           0.697226938             0.752468939             0.761127596
h4279           0.684210526             0.727938834             0.704747774
h4280           0.509337861             0.585855368             0.505934718
h4281           0.58007923              0.597005416             0.632047478
h4282           0.487832484             0.511627907             0.618694362
h4283           0.486134692             0.499840714             0.681008902
h4284           0.571307301             0.58266964              0.752225519
h4285           0.586587436             0.591271105             0.777448071
h4286           0.628183362             0.622809812             0.807121662
h4287           0.669779287             0.705001593             0.818991098
h4288           0.612337295             0.680152915             0.824925816
h4289           0.61827957              0.643517044             0.691394659
h4290           0.614601019             0.608474036             0.602373887
h4291           0.417091115             0.421471806             0.403560831
h4292           0.264006791             0.254539662             0.21810089
h4293           0.157611771             0.107359032             0.041543027
h4294           0.214770798             0.133482001             0.056379822
h4295           0.224957555             0.196240841             0.133531157
h4296           0.256932654             0.263778273             0.283382789
h4297           0.416525184             0.446320484             0.298219585
h4298           0.627334465             0.634278433             0.511869436
h4299           0.632427844             0.632685569             0.630563798
h4300           0.540747029             0.559413826             0.614243323
h4301           0.626202603             0.610385473             0.606824926
h4302           0.632427844             0.655304237             0.633531157
h4303           0.638370119             0.707550175             0.649851632
h4304           0.617147708             0.699585855             0.62611276
h4305           0.767402377             0.756610385             0.807121662
h4306           0.723825693             0.694807263             0.807121662
h4307           0.686757216             0.701815865             0.789317507
h4308           0.571873231             0.570882447             0.747774481
h4309           0.468873797             0.424657534             0.571216617
h4310           0.255234861             0.228735266             0.504451039
h4311           0.178834182             0.150684932             0.449554896
h4312           0.199207697             0.134119146             0.289317507
h4313           0.264289757             0.175852182             0.1884273
h4314           0.266270515             0.201338006             0.169139466
h4315           0.297396718             0.275565467             0.231454006
h4316           0.345217883             0.351385792             0.316023739
h4317           0.407753254             0.429436126             0.416913947
h4318           0.569326542             0.631411277             0.608308605
h4319           0.575551783             0.647021344             0.756676558
h4320           0.684776457             0.741318891             0.663204748
h4321           0.799377476             0.78560051              0.652818991
h4322           0.729485003             0.716470213             0.608308605
h4323           0.628183362             0.680471488             0.59347181
h4324           0.628183362             0.660082829             0.633531157
h4325           0.537068478             0.599553998             0.520771513
h4326           0.549801924             0.588722523             0.416913947
h4327           0.525466893             0.557183817             0.428783383
h4328           0.466044143             0.502389296             0.461424332
h4329           0.353989813             0.393755973             0.252225519
h4330           0.265704584             0.290219815             0.227002967
h4331           0.201188455             0.208346607             0.140949555
h4332           0.085172609             0.129340554             0.068249258
h4333           0.014431239             0.058935967             0.059347181
h4334           0.01188455              0.055750239             0.056379822
h4335           0.031126203             0.075820325             0.047477745
h4336           0.107809847             0.153870659             0.136498516
h4337           0.101301641             0.170436445             0.112759644
h4338           0.12450481              0.186365084             0.121661721
h4339           0.395302773             0.439949028             0.408011869
h4340           0.494057725             0.53934374              0.560830861
h4341           0.421052632             0.484230647             0.580118694
h4342           0.628183362             0.647339917             0.65727003
h4343           0.599320883             0.669002867             0.654302671
h4344           0.447085456             0.564510991             0.645400593
h4345           0.437747595             0.522459382             0.535608309
h4346           0.464629315             0.551130933             0.62611276
h4347           0.533672892             0.610704046             0.721068249
h4348           0.620543294             0.665498566             0.740356083
h4349           0.626485569             0.591908251             0.722551929
h4350           0.623938879             0.643198471             0.609792285
h4351           0.642897566             0.695444409             0.547477745
h4352           0.605546123             0.713921631             0.681008902
h4353           0.750707414             0.755336094             0.743323442
h4354           0.679400113             0.657852819             0.722551929
h4355           0.653650255             0.613252628             0.643916914
h4356           0.515280136             0.498566422             0.511869436
h4357           0.410865874             0.40140172              0.452522255
h4358           0.392756084             0.370181586             0.473293769
h4359           0.412280702             0.451099076             0.596439169
h4360           0.436049802             0.480407773             0.526706231
h4361           0.441426146             0.494106403             0.519287834
h4362           0.409168081             0.426250398             0.433234421
h4363           0.351160158             0.427206117             0.474777448
h4364           0.26344086              0.359350112             0.397626113
h4365           0.146293152             0.223319529             0.204747774
h4366           0.278438031             0.372093023             0.327893175
h4367           0.390775325             0.440904747             0.408011869
h4368           0.423882286             0.494424976             0.34421365
h4369           0.450198076             0.576298184             0.446587537
h4370           0.47057159              0.623128385             0.53115727
h4371           0.578947368             0.693214399             0.703264095
h4372           0.599886814             0.688435808             0.762611276
h4373           0.653650255             0.730805989             0.774480712
h4374           0.677419355             0.746416056             0.747774481
h4375           0.669496321             0.719337369             0.744807122
h4376           0.606677985             0.585536795             0.596439169
h4377           0.548104131             0.534565148             0.553412463
h4378           0.608375778             0.527237974             0.479228487
h4379           0.435766836             0.387384517             0.388724036
h4380           0.272778721             0.262822555             0.261127596
h4381           0.222693831             0.212806626             0.227002967
h4382           0.139784946             0.128703409             0.178041543
h4383           0.098189021             0.096846129             0.167655786
h4384           0.091114884             0.110863332             0.175074184
h4385           0.081211092             0.084103218             0.135014837
h4386           0.078664403             0.073590315             0.175074184
h4387           0.312110922             0.327811405             0.419881306
h4388           0.549235993             0.572475311             0.639465875
h4389           0.78975665              0.805989169             0.832344214
h4390           0.888794567             0.898375279             0.853115727
h4391           0.845217883             0.862695126             0.856083086
h4392           0.73655914              0.766167569             0.793768546
h4393           0.743916242             0.799617713             0.81305638
h4394           0.789473684             0.851545078             0.838278932
h4395           0.819468025             0.848996496             0.884272997
h4396           0.796547821             0.83689073              0.884272997
h4397           0.795415959             0.789741956             0.81305638
h4398           0.794001132             0.781459063             0.798219585
h4399           0.633559706             0.657215674             0.602373887
h4400           0.429824561             0.491557821             0.418397626
h4401           0.67147708              0.664861421             0.65727003
h4402           0.756083758             0.775087608             0.744807122
h4403           0.779852858             0.774131889             0.768545994
h4404           0.602716469             0.618668366             0.651335312
h4405           0.402659875             0.445364766             0.507418398
h4406           0.391058291             0.448550494             0.494065282
h4407           0.434634975             0.447276203             0.446587537
h4408           0.504810413             0.491239248             0.520771513
h4409           0.533106961             0.542848041             0.474777448
h4410           0.556876061             0.605288308             0.557863501
h4411           0.644312394             0.648295636             0.652818991
h4412           0.617430673             0.565466709             0.56231454
h4413           0.474250141             0.354890092             0.284866469
h4414           0.619128466             0.509079325             0.471810089
h4415           0.76910017              0.733673144             0.528189911
h4416           0.753537068             0.800892004             0.664688427
h4417           0.790322581             0.816183498             0.824925816
h4418           0.75466893              0.788467665             0.752225519
h4419           0.77221279              0.808537751             0.784866469
h4420           0.782965478             0.849315068             0.768545994
h4421           0.838992643             0.909843899             0.835311573
h4422           0.855687606             0.953169799             0.894658754
h4423           0.810130164             0.926409685             0.924332344
h4424           0.767402377             0.881172348             0.862017804
h4425           0.48811545              0.569926728             0.557863501
h4426           0.450198076             0.515769353             0.471810089
h4427           0.305036786             0.395985983             0.246290801
h4428           0.196095076             0.282255495             0.247774481
h4429           0.167798529             0.255176808             0.183976261
h4430           0.17770232              0.211213762             0.096439169
h4431           0.26032824              0.253583944             0.112759644
h4432           0.315506508             0.31697993              0.207715134
h4433           0.353989813             0.400764575             0.301186944
h4434           0.325127334             0.375915897             0.317507418
h4435           0.298811545             0.359031539             0.301186944
h4436           0.415959253             0.4765849               0.448071217
h4437           0.679400113             0.728257407             0.747774481
h4438           0.777589134             0.741956037             0.747774481
h4439           0.805036786             0.787830519             0.775964392
h4440           0.725523486             0.690665817             0.721068249
h4441           0.717317487             0.661675693             0.608308605
h4442           0.771080928             0.736221727             0.589020772
h4443           0.817487267             0.815546352             0.712166172
h4444           0.820599887             0.801210577             0.762611276
h4445           0.75721562              0.729850271             0.701780415
h4446           0.736842105             0.733354572             0.6884273
h4447           0.655065082             0.704045874             0.679525223
h4448           0.57074137              0.604969736             0.609792285
h4449           0.554612337             0.597323989             0.65727003
h4450           0.649688738             0.644791335             0.669139466
h4451           0.527447651             0.516406499             0.59495549
h4452           0.368138087             0.375278751             0.482195846
h4453           0.228070175             0.270786875             0.37388724
h4454           0.126202603             0.152596368             0.216617211
h4455           0.069609508             0.078368907             0.103857567
h4456           0.056876061             0.062440268             0.080118694
h4457           0.038483305             0.04555591              0.089020772
h4458           0.048387097             0.046193055             0.091988131
h4459           0.169213356             0.172985027             0.198813056
h4460           0.312676853             0.332271424             0.338278932
h4461           0.477928693             0.522459382             0.511869436
h4462           0.687040181             0.723160242             0.701780415
h4463           0.765704584             0.772220452             0.700296736
h4464           0.8016412               0.807900605             0.78041543
h4465           0.798811545             0.811723479             0.808605341
h4466           0.832201471             0.82892641              0.823442136
h4467           0.8254103               0.821917808             0.793768546
h4468           0.797113752             0.818413507             0.814540059
h4469           0.76598755              0.840076457             0.863501484
h4470           0.77532541              0.854730806             0.884272997
h4471           0.723259762             0.790697674             0.741839763
h4472           0.634125637             0.702771583             0.645400593
h4473           0.502546689             0.570563874             0.557863501
h4474           0.548387097             0.582032494             0.734421365
h4475           0.401528014             0.442179038             0.667655786
h4476           0.27221279              0.297228417             0.523738872
h4477           0.268534239             0.243389615             0.336795252
h4478           0.20090549              0.218540937             0.292284866
h4479           0.20090549              0.209302326             0.201780415
h4480           0.172043011             0.166294998             0.151335312
h4481           0.171194114             0.158330679             0.158753709
h4482           0.14204867              0.151322077             0.195845697
h4483           0.101584607             0.124880535             0.136498516
h4484           0.063101302             0.090793246             0.089020772
h4485           0.027730617             0.051608793             0.045994065
h4486           0.079513299             0.136986301             0.133531157
h4487           0.188455008             0.195922268             0.256676558
h4488           0.306168647             0.325262823             0.289317507
h4489           0.339558574             0.360624403             0.256676558
h4490           0.365308432             0.401720293             0.293768546
h4491           0.399547255             0.429436126             0.364985163
h4492           0.44368987              0.470213444             0.37537092
h4493           0.428126769             0.456196241             0.385756677
h4494           0.42925863              0.469576298             0.424332344
h4495           0.496604414             0.587448232             0.449554896
h4496           0.441426146             0.534883721             0.443620178
h4497           0.085172609             0.138579165             0.087537092
h4498           0.077815507             0.125836254             0.12611276
h4499           0.039332201             0.060210258             0.078635015
h4500           0.052631579             0.04906021              0.06379822
h4501           0.044708546             0.032494425             0.071216617
h4502           0.044142615             0.030582988             0.056379822
h4503           0.020939445             0.028034406             0.028189911
h4504           0.012733447             0.014335776             0.019287834
h4505           0.01499717              0.011150048             0.019287834
h4506           0.007923033             0.00573431              0.004451039
h4507           0.282116582             0.27365403              0.295252226
h4508           0.521505376             0.524689392             0.572700297
h4509           0.729767968             0.759477541             0.830860534
h4510           0.867006225             0.844536477             0.891691395
h4511           0.785795133             0.793883402             0.850148368
h4512           0.822014714             0.857279388             0.902077151
h4513           0.8967176               0.911436763             0.928783383
h4514           0.938313526             0.93501115              0.951038576
h4515           0.930956423             0.932462568             0.958456973
h4516           0.912280702             0.919401083             0.939169139
h4517           0.891624222             0.899012424             0.942136499
h4518           0.887945671             0.913029627             0.921364985
h4519           0.882569327             0.900923861             0.881305638
h4520           0.841539332             0.86205798              0.799703264
h4521           0.913412564             0.908569608             0.909495549
h4522           0.885681947             0.869066582             0.887240356
h4523           0.85795133              0.856642243             0.890207715
h4524           0.790322581             0.769990443             0.878338279
h4525           0.658743633             0.663905702             0.804154303
h4526           0.685625354             0.656578528             0.691394659
h4527           0.746179966             0.699904428             0.762611276
h4528           0.711658178             0.680152915             0.71958457
h4529           0.634691568             0.592863969             0.59495549
h4530           0.550367855             0.557502389             0.56231454
h4531           0.483305037             0.501115005             0.462908012
h4532           0.391341256             0.421790379             0.390207715
h4533           0.275042445             0.318572794             0.34421365
h4534           0.390775325             0.449506212             0.477744807
h4535           0.35795133              0.406180312             0.454005935
h4536           0.294850028             0.371455878             0.316023739
h4537           0.221279004             0.284804078             0.262611276
h4538           0.256083758             0.298184135             0.295252226
h4539           0.140350877             0.260273973             0.317507418
h4540           0.108092813             0.234469576             0.292284866
h4541           0.051499717             0.16533928              0.210682493
h4542           0.060554612             0.187320803             0.170623145
h4543           0.036785512             0.141127748             0.181008902
h4544           0.038766271             0.096846129             0.130563798
h4545           0.008488964             0.040458745             0.025222552
h4546           0.001414827             0.012105766             0
h4547           0.033672892             0.019751513             0.013353116
h4548           0.038766271             0.028034406             0.017804154
h4549           0.030560272             0.024211532             0.03264095
h4550           0.016411998             0.014017203             0.013353116
h4551           0.00311262              0.005415737             0.004451039
h4552           0.000565931             0.00796432              0.00148368
h4553           0.003961517             0.014017203             0.002967359
h4554           0.012733447             0.027715833             0
h4555           0.030843237             0.053520229             0.022255193
h4556           0.058290889             0.092067537             0.056379822
h4557           0.09196378              0.141764893             0.100890208
h4558           0.117430673             0.183179356             0.133531157
h4559           0.331918506             0.373048742             0.338278932
h4560           0.439162422             0.507805033             0.464391691
h4561           0.512733447             0.583625358             0.502967359
h4562           0.454159593             0.555909525             0.43768546
h4563           0.360215054             0.500159286             0.459940653
h4564           0.398132428             0.528830838             0.415430267
h4565           0.452744765             0.525963683             0.345697329
h4566           0.297113752             0.313794202             0.210682493
h4567           0.206281834             0.232876712             0.142433234
h4568           0.195812111             0.14367633              0.090504451
h4569           0.13638936              0.052564511             0.051928783
h4570           0.181380872             0.083784645             0.065281899
h4571           0.222410866             0.101943294             0.12462908
h4572           0.297113752             0.191780822             0.135014837
h4573           0.411431805             0.283211214             0.178041543
h4574           0.553480475             0.434533291             0.323442136
h4575           0.647990945             0.581076776             0.431750742
h4576           0.675155631             0.646384199             0.568249258
h4577           0.774759479             0.710735903             0.682492582
h4578           0.776457272             0.699585855             0.667655786
h4579           0.557724958             0.526282255             0.495548961
h4580           0.377192982             0.385154508             0.376854599
h4581           0.231465761             0.277158331             0.3115727
h4582           0.289473684             0.37177445              0.459940653
h4583           0.334748161             0.416374642             0.523738872
h4584           0.449349179             0.495380694             0.5
h4585           0.495189587             0.529467983             0.448071217
h4586           0.51754386              0.52564511              0.439169139
h4587           0.571307301             0.603695444             0.485163205
h4588           0.546972269             0.611659764             0.550445104
h4589           0.584889643             0.582988213             0.517804154
h4590           0.624221845             0.639057025             0.568249258
h4591           0.53820034              0.596049697             0.492581602
h4592           0.380022637             0.427206117             0.43620178
h4593           0.267685342             0.294679834             0.338278932
h4594           0.332767402             0.320165658             0.289317507
h4595           0.243916242             0.211850908             0.167655786
h4596           0.041595925             0.047467346             0.06231454
h4597           0.000848896             0.001911437             0
h4598           0                       0.004141446             0
h4599           0.000282965             0.020070086             0
h4600           0.000282965             0.021344377             0
h4601           0.00311262              0.024211532             0.002967359
h4602           0.022071307             0.038228735             0.011869436
h4603           0.119977363             0.149729213             0.137982196
h4604           0.23089983              0.259318254             0.28041543
h4605           0.354272779             0.368588723             0.443620178
h4606           0.389360498             0.404587448             0.385756677
h4607           0.352009055             0.411914622             0.511869436
h4608           0.397283531             0.489646384             0.53264095
h4609           0.626768534             0.691302963             0.59495549
h4610           0.661290323             0.728257407             0.755192878
h4611           0.728919072             0.780821918             0.78041543
h4612           0.762591964             0.788786238             0.801186944
h4613           0.715336729             0.741000319             0.772997033
h4614           0.677985286             0.718700223             0.71810089
h4615           0.595076401             0.653711373             0.632047478
h4616           0.498019242             0.564829564             0.540059347
h4617           0.129315224             0.178400765             0.167655786
h4618           0.206281834             0.247531061             0.21810089
h4619           0.155348048             0.173940745             0.210682493
h4620           0.125353707             0.128066263             0.182492582
h4621           0.028296548             0.040140172             0.120178042
h4622           0.027447651             0.051608793             0.139465875
h4623           0.063950198             0.088881809             0.149851632
h4624           0.047821166             0.094297547             0.137982196
h4625           0.044708546             0.097483275             0.084569733
h4626           0.027730617             0.100987576             0.066765579
h4627           0.033672892             0.086014654             0.056379822
h4628           0.049518959             0.094934693             0.065281899
h4629           0.079230334             0.125836254             0.083086053
h4630           0.161007357             0.20070086              0.137982196
h4631           0.310979061             0.353934374             0.267062315
h4632           0.439162422             0.486142083             0.357566766
h4633           0.525466893             0.552723797             0.433234421
h4634           0.550650821             0.597323989             0.548961424
h4635           0.604414261             0.632366996             0.587537092
h4636           0.620260328             0.646065626             0.566765579
h4637           0.596208263             0.649251354             0.554896142
h4638           0.576117714             0.624721249             0.578635015
h4639           0.539049236             0.551449506             0.507418398
h4640           0.433786078             0.439311883             0.482195846
h4641           0.214770798             0.237018159             0.253709199
h4642           0.104697227             0.121057662             0.136498516
h4643           0.044991511             0.059573112             0.077151335
h4644           0.010186757             0.038228735             0.022255193
h4645           0.00565931              0.026122969             0.008902077
h4646           0.011035654             0.044600191             0.016320475
h4647           0.019807583             0.062440268             0.029673591
h4648           0.007640068             0.039503026             0.028189911
h4649           0.00565931              0.051608793             0.010385757
h4650           0.009903792             0.062440268             0.019287834
h4651           0.029145444             0.073908888             0.045994065
h4652           0.080645161             0.109589041             0.109792285
h4653           0.16893039              0.167887862             0.206231454
h4654           0.239105829             0.254858235             0.326409496
h4655           0.317204301             0.350748646             0.302670623
h4656           0.535087719             0.536476585             0.43620178
h4657           0.585172609             0.568333864             0.5
h4658           0.472552349             0.5199108               0.400593472
h4659           0.460101868             0.548900924             0.477744807
h4660           0.494906621             0.584262504             0.476261128
h4661           0.502546689             0.59636827              0.46884273
h4662           0.467176005             0.535839439             0.587537092
h4663           0.405206565             0.467664861             0.53264095
h4664           0.358234295             0.405224594             0.409495549
h4665           0.199207697             0.223000956             0.299703264
h4666           0.119411432             0.155463523             0.189910979
h4667           0.04442558              0.057661676             0.09495549
h4668           0.009903792             0.020707232             0.035608309
h4669           0.003395586             0.016247212             0.00148368
h4670           0.023203169             0.046511628             0.025222552
h4671           0.03820034              0.047785919             0.040059347
h4672           0.042444822             0.06721886              0.065281899
h4673           0.069326542             0.069767442             0.087537092
h4674           0.07074137              0.100669003             0.103857567
h4675           0.058573854             0.07295317              0.071216617
h4676           0.087436333             0.122650526             0.048961424
h4677           0.15959253              0.247531061             0.038575668
h4678           0.309281268             0.395985983             0.212166172
h4679           0.352574986             0.403313157             0.287833828
h4680           0.37860781              0.398853138             0.308605341
h4681           0.346632711             0.461611978             0.5
h4682           0.356253537             0.453647658             0.505934718
h4683           0.531409168             0.575661039             0.525222552
h4684           0.574419921             0.586173941             0.53115727
h4685           0.565930956             0.594138261             0.651335312
h4686           0.547821166             0.528512265             0.590504451
h4687           0.503961517             0.526282255             0.495548961
h4688           0.400113186             0.447594775             0.43768546
h4689           0.374646293             0.410958904             0.424332344
h4690           0.3254103               0.382605925             0.505934718
h4691           0.317770232             0.320802803             0.471810089
h4692           0.178834182             0.15737496              0.302670623
h4693           0.081211092             0.074546034             0.148367953
h4694           0.179966044             0.163746416             0.154302671
h4695           0.29286927              0.20293087              0.148367953
h4696           0.352574986             0.25422109              0.135014837
h4697           0.355970572             0.275565467             0.252225519
h4698           0.345783814             0.3032813               0.203264095
h4699           0.285229202             0.291812679             0.271513353
h4700           0.261743067             0.312838484             0.364985163
h4701           0.273627617             0.364128703             0.486646884
h4702           0.360780985             0.382605925             0.449554896
h4703           0.403791737             0.420197515             0.445103858
h4704           0.429824561             0.424976107             0.40504451
h4705           0.454442558             0.430391845             0.394658754
h4706           0.44057725              0.424657534             0.410979228
h4707           0.344934918             0.330041414             0.381305638
h4708           0.39360498              0.434214718             0.600890208
h4709           0.266270515             0.32271424              0.424332344
h4710           0.314657612             0.329722842             0.583086053
h4711           0.279852858             0.336731443             0.630563798
h4712           0.412846633             0.492194967             0.789317507
h4713           0.418222977             0.544122332             0.801186944
h4714           0.490662139             0.690028672             0.866468843
h4715           0.477079796             0.648295636             0.878338279
h4716           0.424165252             0.561325263             0.676557864
h4717           0.480192417             0.625039822             0.772997033
h4718           0.566779853             0.668047149             0.732937685
h4719           0.569609508             0.644154189             0.756676558
h4720           0.602433503             0.62822555              0.632047478
h4721           0.691850594             0.753424658             0.777448071
h4722           0.649122807             0.691940108             0.758160237
h4723           0.501414827             0.566741                0.603857567
h4724           0.369552915             0.416056069             0.430267062
h4725           0.25721562              0.239566741             0.243323442
h4726           0.513016412             0.465116279             0.505934718
h4727           0.571024335             0.598279707             0.574183976
h4728           0.632710809             0.635871297             0.603857567
h4729           0.593661573             0.575661039             0.578635015
h4730           0.578098472             0.570882447             0.535608309
h4731           0.58007923              0.595412552             0.587537092
h4732           0.587153367             0.625676967             0.663204748
h4733           0.623938879             0.646702772             0.731454006
h4734           0.649122807             0.687798662             0.682492582
